% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.420623071e+03 +1.403683071e+03 +1.403683071e+03 -3.6669e+00 +3.1031e-01 +4.0580e+00
2 0 +5.032271624e+02 +4.862871624e+02 +4.862871624e+02 -1.1256e+00 +1.1005e+00 +1.3134e+00
3 0 +5.323467841e+01 +3.629467841e+01 +3.629467841e+01 +4.2639e+00 +4.4000e-01 +1.7618e-01
6 0 +3.591127305e+01 +1.897127305e+01 +1.897127305e+01 +1.4352e+00 -3.6094e-01 +2.5525e-01
32 0 +3.312093672e+01 +1.618093672e+01 +1.618093672e+01 +5.0000e+00 +1.2899e+00 -2.1062e+00
34 0 +2.327311174e+01 +6.333111736e+00 +6.333111736e+00 +3.8226e+00 +5.0000e+00 -2.5138e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.881000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.428140154e+02 +2.616240154e+02 +2.616240154e+02 +9.2620e-02 -2.6101e+00 +3.6931e+00
2 0 +2.022615376e+02 +2.210715376e+02 +2.210715376e+02 +4.6001e+00 +4.1217e-01 +1.6636e+00
3 0 +2.595205989e+01 +4.476205989e+01 +4.476205989e+01 -1.6443e+00 +3.1546e+00 -1.5933e-01
12 0 +8.988847796e+00 +2.779884780e+01 +2.779884780e+01 +4.8601e-01 +1.8950e+00 -1.6411e+00
21 0 +7.164961950e+00 +2.597496195e+01 +2.597496195e+01 +1.4663e+00 +2.2794e+00 -2.1019e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.731500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.478306130e+02 +6.209806130e+02 +6.209806130e+02 -8.9552e-01 -3.5276e+00 +2.1363e+00
3 0 +3.330750358e+02 +6.062250358e+02 +6.062250358e+02 -4.3444e-01 -1.5047e+00 +1.0453e+00
5 0 +1.114011804e+02 +3.845511804e+02 +3.845511804e+02 -5.2753e-01 +3.9732e+00 -2.3256e+00
8 0 +9.294742542e+01 +3.660974254e+02 +3.660974254e+02 -5.0000e+00 +1.8727e+00 -5.0000e+00
9 0 +8.397260668e+01 +3.571226067e+02 +3.571226067e+02 -5.0000e+00 +5.0000e+00 +7.0600e-01
15 0 +4.857745917e+01 +3.217274592e+02 +3.217274592e+02 -3.3631e+00 +1.4431e+00 -3.1487e-01
19 0 +4.447583420e+01 +3.176258342e+02 +3.176258342e+02 -3.1193e+00 +5.0000e+00 -2.2479e+00
22 0 +4.023921711e+01 +3.133892171e+02 +3.133892171e+02 -5.0000e+00 +3.1504e+00 -2.2650e+00
23 0 +1.390698063e+01 +2.870569806e+02 +2.870569806e+02 -2.4084e+00 +3.5775e+00 -4.1802e-01
31 0 +3.301410342e+00 +2.764514103e+02 +2.764514103e+02 -3.4228e+00 +3.6587e+00 -7.8990e-01
35 0 +2.835034918e+00 +2.759850349e+02 +2.759850349e+02 -2.9621e+00 +4.5476e+00 -5.2814e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.718000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.637566176e+01 +1.035556618e+02 +1.035556618e+02 -4.8911e+00 +4.9833e-01 +2.7774e+00
6 0 +1.542705726e+01 +5.260705726e+01 +5.260705726e+01 -5.0000e+00 +5.0661e-01 +2.5712e+00
8 0 +1.379551100e+01 +5.097551100e+01 +5.097551100e+01 -5.0000e+00 +1.5746e+00 +1.4444e+00
24 0 +8.043005569e+00 +4.522300557e+01 +4.522300557e+01 -3.7336e+00 +1.5444e+00 +1.6774e+00
27 0 +2.706299665e+00 +3.988629967e+01 +3.988629967e+01 -5.0000e+00 +1.8209e+00 +2.0608e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.479000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.003433910e+01 -1.078656609e+02 -1.078656609e+02 -1.3685e+00 +3.5998e+00 +1.2283e+00
5 0 +3.200334465e+01 -1.158966554e+02 -1.158966554e+02 -1.3495e-03 -6.6867e-01 -3.7921e+00
35 0 +2.259884433e+01 -1.253011557e+02 -1.253011557e+02 -1.4790e+00 +1.6212e+00 +2.8238e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.817100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.572849034e+01 +5.474384903e+02 +5.474384903e+02 +3.0049e+00 -1.1235e+00 +9.6604e-01
2 0 +5.500514612e+01 +5.367151461e+02 +5.367151461e+02 -1.5117e+00 -1.5342e+00 +1.0856e+00
5 0 +3.145581744e+01 +5.131658174e+02 +5.131658174e+02 +2.8144e+00 -7.1504e-01 -3.4051e+00
6 0 +4.175443201e+00 +4.858854432e+02 +4.858854432e+02 +6.4606e-01 -5.0000e+00 -2.1096e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.646000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.400641222e+01 +7.546412221e+00 +7.546412221e+00 +1.6578e+00 +2.7471e+00 -1.1370e+00
3 0 +3.623731369e+01 -2.226863138e-01 -2.226863138e-01 +7.8781e-01 -1.8506e+00 +9.1917e-01
18 0 +2.268353555e+01 -1.377646445e+01 -1.377646445e+01 +9.7322e-01 +2.6304e-01 -2.3180e+00
28 0 +1.827731375e+01 -1.818268625e+01 -1.818268625e+01 -1.1888e-01 +2.4433e-01 -1.0829e+00
32 0 +9.216941133e+00 -2.724305887e+01 -2.724305887e+01 +3.6398e+00 -5.0000e+00 -1.9671e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.920000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.121571975e+02 +2.513571975e+02 +2.513571975e+02 -2.6358e+00 +1.7019e+00 +1.6770e+00
